ConvoIndex,MessageIndex,Context,Response
6318.0,6,2,0
6318.0,7,2,4
6318.0,0,3,0
6318.0,1,3,0
6318.0,2,3,0
6318.0,3,3,0
6318.0,4,3,0
6318.0,5,3,5
6318.0,6,3,0
6318.0,7,3,4
6318.0,0,4,0
6318.0,1,4,0
6318.0,2,4,0
6318.0,3,4,0
6318.0,4,4,0
6318.0,5,4,5
6318.0,6,4,0
6318.0,7,4,4
97.0,0,0,5
97.0,1,0,6
97.0,2,0,3
97.0,3,0,6
97.0,4,0,5
97.0,5,0,3
97.0,6,0,5
97.0,7,0,1
97.0,0,1,5
97.0,1,1,6
97.0,2,1,3
97.0,3,1,6
97.0,4,1,5
97.0,5,1,3
97.0,6,1,0
97.0,7,1,1
97.0,0,2,5
97.0,1,2,6
97.0,2,2,3
97.0,3,2,6
97.0,4,2,5
97.0,5,2,3
97.0,6,2,0
97.0,7,2,1
97.0,0,3,5
97.0,1,3,6
97.0,2,3,3
97.0,3,3,6
97.0,4,3,5
97.0,5,3,1
97.0,6,3,0
97.0,7,3,1
97.0,0,4,5
97.0,1,4,6
97.0,2,4,3
97.0,3,4,6
97.0,4,4,5
97.0,5,4,1
97.0,6,4,0
97.0,7,4,1
2509.0,0,0,0
2509.0,1,0,3
2509.0,2,0,3
2509.0,3,0,0
2509.0,4,0,3
2509.0,5,0,0
2509.0,6,0,3
2509.0,7,0,1
2509.0,0,1,0
2509.0,1,1,3
2509.0,2,1,2
2509.0,3,1,0
2509.0,4,1,3
2509.0,5,1,0
2509.0,6,1,3
2509.0,7,1,0
2509.0,0,2,0
2509.0,1,2,3
2509.0,2,2,3
2509.0,3,2,6
2509.0,4,2,3
2509.0,5,2,0
2509.0,6,2,3
2509.0,7,2,0
2509.0,0,3,0
2509.0,1,3,3
2509.0,2,3,2
2509.0,3,3,3
2509.0,4,3,3
2509.0,5,3,0
2509.0,6,3,3
2509.0,7,3,0
2509.0,0,4,0
2509.0,1,4,3
2509.0,2,4,3
2509.0,3,4,6
2509.0,4,4,3
2509.0,5,4,3
2509.0,6,4,3
2509.0,7,4,0
2883.0,0,0,0
2883.0,1,0,0
2883.0,2,0,0
2883.0,3,0,4
2883.0,4,0,4
2883.0,5,0,0
2883.0,6,0,0
2883.0,7,0,6
2883.0,0,1,0
2883.0,1,1,0
2883.0,2,1,0
2883.0,3,1,4
2883.0,4,1,4
2883.0,5,1,0
2883.0,6,1,0
2883.0,7,1,6
2883.0,0,2,0
2883.0,1,2,0
2883.0,2,2,0
2883.0,3,2,4
2883.0,4,2,4
2883.0,5,2,0
2883.0,6,2,0
2883.0,7,2,6
2883.0,0,3,0
2883.0,1,3,0
2883.0,2,3,0
2883.0,3,3,4
2883.0,4,3,4
2883.0,5,3,0
2883.0,6,3,0
2883.0,7,3,6
2883.0,0,4,0
2883.0,1,4,0
2883.0,2,4,0
2883.0,3,4,4
2883.0,4,4,4
2883.0,5,4,0
2883.0,6,4,0
2883.0,7,4,6
2924.0,0,0,3
2924.0,1,0,6
2924.0,2,0,4
2924.0,3,0,1
2924.0,4,0,0
2924.0,5,0,1
2924.0,6,0,4
2924.0,7,0,0
2924.0,0,1,6
2924.0,1,1,6
2924.0,2,1,4
2924.0,3,1,1
2924.0,4,1,0
2924.0,5,1,1
2924.0,6,1,4
2924.0,7,1,4
2924.0,0,2,3
2924.0,1,2,6
2924.0,2,2,4
2924.0,3,2,1
2924.0,4,2,0
2924.0,5,2,1
2924.0,6,2,4
2924.0,7,2,0
2924.0,0,3,3
2924.0,1,3,6
2924.0,2,3,4
2924.0,3,3,1
2924.0,4,3,0
2924.0,5,3,1
2924.0,6,3,4
2924.0,7,3,4
2924.0,0,4,3
2924.0,1,4,6
2924.0,2,4,4
2924.0,3,4,1
2924.0,4,4,4
2924.0,5,4,1
2924.0,6,4,4
2924.0,7,4,4
